current_hunt_code,current_prefix,current_hunt_name,species,sex_type,weapon,hunt_type,season,in_database_2026,database_permits_2026_res,database_permits_2026_nonres,database_permits_2026_total,overlay_source_files,historical_hunt_code,historical_prefix,candidate_historical_codes,historical_years,relationship_type,crosswalk_status,mapping_confidence,mapping_method,data_quality_grade,backcheck_best_match_method,backcheck_reason_code,backcheck_candidates,full_joined_name_match_codes,full_joined_exact_history_years,full_joined_name_match_years,recommended_model_behavior,source_files,notes
LD1004,LD,Paunsaugunt - Private Land Only,Deer,Buck,Any Legal Weapon,Limited Entry - Private Land Only,Oct 18 2025 - Oct 31 2025 - Private Land Only,YES,,,,data_truth/permit_overlay_truth/normalized/private_land_deer_hunt_code_lock_2026.csv,DB1004,DB,DB1001|DB1004|DB1006|DB1008|DB1010|DB1058|DB1073|DB1074,2021|2022|2023|2025,PREFIX_SWAP_LD_TO_DB,PROMOTED_PREFIX_SWAP_CANDIDATE,HIGH,prefix_swap_same_numeric,B,normalized_hunt_name_family,POSSIBLE_RENAME_OR_SPLIT_MERGE,2021:DB1001:Paunsaugunt; 2021:DB1004:Paunsaugunt; 2021:DB1006:Paunsaugunt; 2021:DB1008:Paunsaugunt; 2021:DB1058:Paunsaugunt; 2022:DB1001:Paunsaugunt; 2022:DB1004:Paunsaugunt; 2022:DB1006:Paunsaugunt; 2022:DB1008:Paunsaugunt; 2022:DB1010:Paunsaugunt; 2022:DB1058:Paunsaugunt; 2022:DB1073:Paunsaugunt; 2022:DB1074:Paunsaugunt; 2023:DB1010:Paunsaugunt; 2023:DB1058:Paunsaugunt; 2023:DB1073:Paunsaugunt; 2023:DB1074:Paunsaugunt,,2025,,USE_EXACT_HUNT_CODE_HISTORY,data_model/harvest_quality/raw_packages/unknown_for_unknown_full_joined_harvest_backcheck_conservation_annual_per_row_corrected/full_joined_hunt_code_backcheck_2021_2026_conservation_annual_per_row.csv|data_model/harvest_quality/raw_packages/unknown_for_unknown_hunt_code_year_backcheck_outputs/hunt_code_backward_crosscheck_2026_from_harvest_history.csv|pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,"Current 2026 Hunt Planner code family is treated as current truth; historical code is a crosswalk candidate, not a replacement. Code was independently locked by permit overlay/reference workflow."
LD1006,LD,Paunsaugunt - Private Land Only,Deer,Buck,Muzzleloader,Limited Entry - Private Land Only,Sept 24 2025 - Oct 02 2025 - Private Land Only,YES,,,,data_truth/permit_overlay_truth/normalized/private_land_deer_hunt_code_lock_2026.csv,DB1006,DB,DB1001|DB1004|DB1006|DB1008|DB1010|DB1058|DB1073|DB1074,2021|2022|2023|2025,PREFIX_SWAP_LD_TO_DB,PROMOTED_PREFIX_SWAP_CANDIDATE,HIGH,prefix_swap_same_numeric,B,normalized_hunt_name_family,POSSIBLE_RENAME_OR_SPLIT_MERGE,2021:DB1001:Paunsaugunt; 2021:DB1004:Paunsaugunt; 2021:DB1006:Paunsaugunt; 2021:DB1008:Paunsaugunt; 2021:DB1058:Paunsaugunt; 2022:DB1001:Paunsaugunt; 2022:DB1004:Paunsaugunt; 2022:DB1006:Paunsaugunt; 2022:DB1008:Paunsaugunt; 2022:DB1010:Paunsaugunt; 2022:DB1058:Paunsaugunt; 2022:DB1073:Paunsaugunt; 2022:DB1074:Paunsaugunt; 2023:DB1010:Paunsaugunt; 2023:DB1058:Paunsaugunt; 2023:DB1073:Paunsaugunt; 2023:DB1074:Paunsaugunt,,2025,,USE_EXACT_HUNT_CODE_HISTORY,data_model/harvest_quality/raw_packages/unknown_for_unknown_full_joined_harvest_backcheck_conservation_annual_per_row_corrected/full_joined_hunt_code_backcheck_2021_2026_conservation_annual_per_row.csv|data_model/harvest_quality/raw_packages/unknown_for_unknown_hunt_code_year_backcheck_outputs/hunt_code_backward_crosscheck_2026_from_harvest_history.csv|pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,"Current 2026 Hunt Planner code family is treated as current truth; historical code is a crosswalk candidate, not a replacement. Code was independently locked by permit overlay/reference workflow."
LD1019,LD,"Fillmore, Oak Creek LE - Private Land Only",Deer,Buck,Any Legal Weapon,Limited Entry - Private Land Only,Oct 18 2025 - Oct 26 2025 - Private Land Only,YES,,,,data_truth/permit_overlay_truth/normalized/private_land_deer_hunt_code_lock_2026.csv,DB1019,DB,DB1012|DB1019|DB1029|DB1045,2021|2022|2023|2025,PREFIX_SWAP_LD_TO_DB,PROMOTED_PREFIX_SWAP_CANDIDATE,HIGH,prefix_swap_same_numeric,B,normalized_hunt_name_family,POSSIBLE_RENAME_OR_SPLIT_MERGE,"2021:DB1012:Fillmore, Oak Creek LE; 2021:DB1019:Fillmore, Oak Creek LE; 2021:DB1029:Fillmore, Oak Creek LE; 2021:DB1045:Fillmore, Oak Creek LE; 2022:DB1012:Fillmore, Oak Creek LE; 2022:DB1019:Fillmore, Oak Creek LE; 2022:DB1029:Fillmore, Oak Creek LE; 2022:DB1045:Fillmore, Oak Creek LE; 2023:DB1012:Fillmore, Oak Creek LE; 2023:DB1019:Fillmore, Oak Creek LE; 2023:DB1029:Fillmore, Oak Creek LE; 2023:DB1045:Fillmore, Oak Creek LE",,2025,,USE_EXACT_HUNT_CODE_HISTORY,data_model/harvest_quality/raw_packages/unknown_for_unknown_full_joined_harvest_backcheck_conservation_annual_per_row_corrected/full_joined_hunt_code_backcheck_2021_2026_conservation_annual_per_row.csv|data_model/harvest_quality/raw_packages/unknown_for_unknown_hunt_code_year_backcheck_outputs/hunt_code_backward_crosscheck_2026_from_harvest_history.csv|pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,"Current 2026 Hunt Planner code family is treated as current truth; historical code is a crosswalk candidate, not a replacement. Code was independently locked by permit overlay/reference workflow."
LD1023,LD,Diamond Mtn - Private Land Only,Deer,Buck,Any Legal Weapon,Limited Entry - Private Land Only,Oct 18 2025 - Oct 26 2025 - Private Land Only,YES,,,,data_truth/permit_overlay_truth/normalized/private_land_deer_hunt_code_lock_2026.csv,DB1023,DB,,2025,PREFIX_SWAP_LD_TO_DB,PROMOTED_PREFIX_SWAP_CANDIDATE,MEDIUM,prefix_swap_same_numeric,B,none,NEW_OR_UNMATCHED_2026_MODEL_TARGET_CODE,,,2025,,USE_EXACT_HUNT_CODE_HISTORY,data_model/harvest_quality/raw_packages/unknown_for_unknown_full_joined_harvest_backcheck_conservation_annual_per_row_corrected/full_joined_hunt_code_backcheck_2021_2026_conservation_annual_per_row.csv|data_model/harvest_quality/raw_packages/unknown_for_unknown_hunt_code_year_backcheck_outputs/hunt_code_backward_crosscheck_2026_from_harvest_history.csv|pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,"Current 2026 Hunt Planner code family is treated as current truth; historical code is a crosswalk candidate, not a replacement. Code was independently locked by permit overlay/reference workflow."
LD1108,LD,Thousand Lakes - Private Land Only,Deer,Buck,Restricted Rifle,Limited Entry - Private Land Only,Oct 18 2025 - Oct 26 2025 - Private Land Only,YES,,,,data_truth/permit_overlay_truth/normalized/private_land_deer_hunt_code_lock_2026.csv,DB1108,DB,DB1036|DB1520|DB1550|DB1580|DB1789,2024|2025,PREFIX_SWAP_LD_TO_DB,PROMOTED_PREFIX_SWAP_CANDIDATE,MEDIUM,prefix_swap_same_numeric,B,normalized_hunt_name_family,POSSIBLE_RENAME_OR_SPLIT_MERGE,2024:DB1036:Thousand Lakes; 2024:DB1520:Thousand Lakes; 2024:DB1550:Thousand Lakes; 2024:DB1580:Thousand Lakes; 2024:DB1789:Thousand Lakes,,2025,,USE_EXACT_HUNT_CODE_HISTORY,data_model/harvest_quality/raw_packages/unknown_for_unknown_full_joined_harvest_backcheck_conservation_annual_per_row_corrected/full_joined_hunt_code_backcheck_2021_2026_conservation_annual_per_row.csv|data_model/harvest_quality/raw_packages/unknown_for_unknown_hunt_code_year_backcheck_outputs/hunt_code_backward_crosscheck_2026_from_harvest_history.csv|pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,"Current 2026 Hunt Planner code family is treated as current truth; historical code is a crosswalk candidate, not a replacement. Code was independently locked by permit overlay/reference workflow."
LO0008,LO,Diamond Mtn Landowner Association,Deer,Buck,Archery,Limited Entry - Private Land Only,Aug 15 2026 - Sept 11 2026 - Valid only on property enrolled in the Diamond Mtn LOA,YES,,,,data_truth/permit_overlay_truth/normalized/private_land_deer_hunt_code_lock_2026.csv,,,LO0009|LO0010|LO0012|LO0013|LO0014|LO0015,2025,CURRENT_REFERENCE_ONLY,CURRENT_REFERENCE_ONLY_NEEDS_REVIEW,LOW,reference_only,C,,,,LO0009|LO0010|LO0012|LO0013|LO0014|LO0015,,2025,USE_REVIEWED_NAME_FAMILY_OR_PARENT_UNIT_HISTORY,data_model/harvest_quality/raw_packages/unknown_for_unknown_full_joined_harvest_backcheck_conservation_annual_per_row_corrected/full_joined_hunt_code_backcheck_2021_2026_conservation_annual_per_row.csv|pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,Code was independently locked by permit overlay/reference workflow. No dependable older-code mapping was promoted; keep as current reference only.
LO0009,LO,Diamond Mtn Landowner Association,Deer,Buck,Any Legal Weapon,Limited Entry - Private Land Only,Oct 17 2026 - Oct 25 2026 - Valid only on property enrolled in the Diamond Mtn LOA,YES,,,,data_truth/permit_overlay_truth/normalized/private_land_deer_hunt_code_lock_2026.csv,LO0009,LO,LO0009|LO0010|LO0012|LO0013|LO0014|LO0015,2025,EXACT_CODE_HISTORY,PROMOTED_EXACT_HISTORY,HIGH,exact_history,B,none,NEW_OR_UNMATCHED_2026_MODEL_TARGET_CODE,,LO0009|LO0010|LO0012|LO0013|LO0014|LO0015,2025,2025,USE_EXACT_HUNT_CODE_HISTORY,data_model/harvest_quality/raw_packages/unknown_for_unknown_full_joined_harvest_backcheck_conservation_annual_per_row_corrected/full_joined_hunt_code_backcheck_2021_2026_conservation_annual_per_row.csv|data_model/harvest_quality/raw_packages/unknown_for_unknown_hunt_code_year_backcheck_outputs/hunt_code_backward_crosscheck_2026_from_harvest_history.csv|pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,Code was independently locked by permit overlay/reference workflow.
LO0010,LO,Diamond Mtn Landowner Association,Deer,Buck,Muzzleloader,Limited Entry - Private Land Only,Sept 23 2026 - Oct 01 2026 - Valid only on property enrolled in the Diamond Mtn LOA,YES,,,,data_truth/permit_overlay_truth/normalized/private_land_deer_hunt_code_lock_2026.csv,LO0010,LO,LO0009|LO0010|LO0012|LO0013|LO0014|LO0015,2025,EXACT_CODE_HISTORY,PROMOTED_EXACT_HISTORY,HIGH,exact_history,B,none,NEW_OR_UNMATCHED_2026_MODEL_TARGET_CODE,,LO0009|LO0010|LO0012|LO0013|LO0014|LO0015,2025,2025,USE_EXACT_HUNT_CODE_HISTORY,data_model/harvest_quality/raw_packages/unknown_for_unknown_full_joined_harvest_backcheck_conservation_annual_per_row_corrected/full_joined_hunt_code_backcheck_2021_2026_conservation_annual_per_row.csv|data_model/harvest_quality/raw_packages/unknown_for_unknown_hunt_code_year_backcheck_outputs/hunt_code_backward_crosscheck_2026_from_harvest_history.csv|pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,Code was independently locked by permit overlay/reference workflow.
LO0011,LO,Diamond Mtn Landowner Association,Elk,Bull,Archery,Limited Entry - Private Land Only,Aug 15 2026 - Sept 15 2026 - Valid only on property enrolled in the Diamond Mtn LOA,YES,,,,,,,,,CURRENT_REFERENCE_ONLY,CURRENT_REFERENCE_ONLY_NEEDS_REVIEW,LOW,reference_only,D,,,,,,,USE_SPECIES_FAMILY_FALLBACK_AND_MANUAL_REVIEW,data_model/harvest_quality/raw_packages/unknown_for_unknown_full_joined_harvest_backcheck_conservation_annual_per_row_corrected/full_joined_hunt_code_backcheck_2021_2026_conservation_annual_per_row.csv|pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,No dependable older-code mapping was promoted; keep as current reference only.
LO0012,LO,Diamond Mtn Landowner Association,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,"Sept 16 - Sept 20, 2026 - Valid only on property enrolled in the Diamond Mtn LOA",YES,,,,,LO0012,LO,,2025,EXACT_CODE_HISTORY,PROMOTED_EXACT_HISTORY,HIGH,exact_history,B,none,NEW_OR_UNMATCHED_2026_MODEL_TARGET_CODE,,,2025,,USE_EXACT_HUNT_CODE_HISTORY,data_model/harvest_quality/raw_packages/unknown_for_unknown_full_joined_harvest_backcheck_conservation_annual_per_row_corrected/full_joined_hunt_code_backcheck_2021_2026_conservation_annual_per_row.csv|data_model/harvest_quality/raw_packages/unknown_for_unknown_hunt_code_year_backcheck_outputs/hunt_code_backward_crosscheck_2026_from_harvest_history.csv|pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,
LO0013,LO,Diamond Mtn Landowner Association,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,"Oct 3, 2026 - Oct 15, 2026 - Valid only on property enrolled in the Diamond Mtn LOA",YES,,,,,LO0013,LO,,2025,EXACT_CODE_HISTORY,PROMOTED_EXACT_HISTORY,HIGH,exact_history,B,none,NEW_OR_UNMATCHED_2026_MODEL_TARGET_CODE,,,2025,,USE_EXACT_HUNT_CODE_HISTORY,data_model/harvest_quality/raw_packages/unknown_for_unknown_full_joined_harvest_backcheck_conservation_annual_per_row_corrected/full_joined_hunt_code_backcheck_2021_2026_conservation_annual_per_row.csv|data_model/harvest_quality/raw_packages/unknown_for_unknown_hunt_code_year_backcheck_outputs/hunt_code_backward_crosscheck_2026_from_harvest_history.csv|pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,
LO0014,LO,Diamond Mtn Landowner Association,Elk,Bull,Muzzleloader,Limited Entry - Private Land Only,"Sept 21, 2026 - Oct 2, 2026 - Valid only on property enrolled in the Diamond Mtn LOA",YES,,,,,LO0014,LO,,2025,EXACT_CODE_HISTORY,PROMOTED_EXACT_HISTORY,HIGH,exact_history,B,none,NEW_OR_UNMATCHED_2026_MODEL_TARGET_CODE,,,2025,,USE_EXACT_HUNT_CODE_HISTORY,data_model/harvest_quality/raw_packages/unknown_for_unknown_full_joined_harvest_backcheck_conservation_annual_per_row_corrected/full_joined_hunt_code_backcheck_2021_2026_conservation_annual_per_row.csv|data_model/harvest_quality/raw_packages/unknown_for_unknown_hunt_code_year_backcheck_outputs/hunt_code_backward_crosscheck_2026_from_harvest_history.csv|pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,
LO0015,LO,Diamond Mtn Landowner Association,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Nov 07 2026 - Nov 15 2026 - Valid only on property enrolled in the Diamond Mtn LOA,YES,,,,,LO0015,LO,,2025,EXACT_CODE_HISTORY,PROMOTED_EXACT_HISTORY,HIGH,exact_history,A,none,NEW_OR_UNMATCHED_2026_MODEL_TARGET_CODE,,,2025,,USE_EXACT_HUNT_CODE_HISTORY,data_model/harvest_quality/raw_packages/unknown_for_unknown_full_joined_harvest_backcheck_conservation_annual_per_row_corrected/full_joined_hunt_code_backcheck_2021_2026_conservation_annual_per_row.csv|data_model/harvest_quality/raw_packages/unknown_for_unknown_hunt_code_year_backcheck_outputs/hunt_code_backward_crosscheck_2026_from_harvest_history.csv|pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,
LP5025,LP,Beaver - Private Land Only,Pronghorn,Buck,Any Legal Weapon,Limited Entry - Private Land Only,Sept 13 2025 - Sept 21 2025 - Private Land Only,YES,,,,,PB5025,PB,PB5000|PB5025,2021|2022|2023|2024|2025,PREFIX_SWAP_LP_TO_PB,PROMOTED_PREFIX_SWAP_CANDIDATE,HIGH,prefix_swap_same_numeric,B,normalized_hunt_name_family,POSSIBLE_RENAME_OR_SPLIT_MERGE,2021:PB5000:Beaver; 2021:PB5025:Beaver; 2022:PB5000:Beaver; 2022:PB5025:Beaver; 2023:PB5000:Beaver; 2023:PB5025:Beaver; 2024:PB5000:Beaver; 2024:PB5025:Beaver,,2025,,USE_EXACT_HUNT_CODE_HISTORY,data_model/harvest_quality/raw_packages/unknown_for_unknown_full_joined_harvest_backcheck_conservation_annual_per_row_corrected/full_joined_hunt_code_backcheck_2021_2026_conservation_annual_per_row.csv|data_model/harvest_quality/raw_packages/unknown_for_unknown_hunt_code_year_backcheck_outputs/hunt_code_backward_crosscheck_2026_from_harvest_history.csv|pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,"Current 2026 Hunt Planner code family is treated as current truth; historical code is a crosswalk candidate, not a replacement."
LP5031,LP,"Box Elder, West - Private Land Only",Pronghorn,Buck,Any Legal Weapon,Limited Entry - Private Land Only,Sept 13 2025 - Sept 21 2025 - Private Land Only,YES,,,,,PB5031,PB,PB5006|PB5031,2021|2022|2023|2024|2025,PREFIX_SWAP_LP_TO_PB,PROMOTED_PREFIX_SWAP_CANDIDATE,HIGH,prefix_swap_same_numeric,B,normalized_hunt_name_family,POSSIBLE_RENAME_OR_SPLIT_MERGE,"2021:PB5006:Box Elder, West; 2021:PB5031:Box Elder, West; 2022:PB5006:Box Elder, West; 2022:PB5031:Box Elder, West; 2023:PB5006:Box Elder, West; 2023:PB5031:Box Elder, West; 2024:PB5006:Box Elder, West; 2024:PB5031:Box Elder, West",,2025,,USE_EXACT_HUNT_CODE_HISTORY,data_model/harvest_quality/raw_packages/unknown_for_unknown_full_joined_harvest_backcheck_conservation_annual_per_row_corrected/full_joined_hunt_code_backcheck_2021_2026_conservation_annual_per_row.csv|data_model/harvest_quality/raw_packages/unknown_for_unknown_hunt_code_year_backcheck_outputs/hunt_code_backward_crosscheck_2026_from_harvest_history.csv|pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,"Current 2026 Hunt Planner code family is treated as current truth; historical code is a crosswalk candidate, not a replacement."
LP5033,LP,"Fillmore, Oak Creek South - Private Land Only",Pronghorn,Buck,Any Legal Weapon,Limited Entry - Private Land Only,Sept 13 2025 - Sept 21 2025 - Private Land Only,YES,,,,,PB5033,PB,PB5008|PB5033|PB5065,2021|2022|2023|2024|2025,PREFIX_SWAP_LP_TO_PB,PROMOTED_PREFIX_SWAP_CANDIDATE,HIGH,prefix_swap_same_numeric,B,normalized_hunt_name_family,POSSIBLE_RENAME_OR_SPLIT_MERGE,"2021:PB5008:Fillmore, Oak Creek South; 2021:PB5033:Fillmore, Oak Creek South; 2021:PB5065:Fillmore, Oak Creek South; 2022:PB5008:Fillmore, Oak Creek South; 2022:PB5033:Fillmore, Oak Creek South; 2022:PB5065:Fillmore, Oak Creek South; 2023:PB5008:Fillmore, Oak Creek South; 2023:PB5033:Fillmore, Oak Creek South; 2023:PB5065:Fillmore, Oak Creek South; 2024:PB5008:Fillmore, Oak Creek South; 2024:PB5033:Fillmore, Oak Creek South; 2024:PB5065:Fillmore, Oak Creek South",,2025,,USE_EXACT_HUNT_CODE_HISTORY,data_model/harvest_quality/raw_packages/unknown_for_unknown_full_joined_harvest_backcheck_conservation_annual_per_row_corrected/full_joined_hunt_code_backcheck_2021_2026_conservation_annual_per_row.csv|data_model/harvest_quality/raw_packages/unknown_for_unknown_hunt_code_year_backcheck_outputs/hunt_code_backward_crosscheck_2026_from_harvest_history.csv|pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,"Current 2026 Hunt Planner code family is treated as current truth; historical code is a crosswalk candidate, not a replacement."
LP5046,LP,"San Rafael, North - Private Land Only",Pronghorn,Buck,Any Legal Weapon,Limited Entry - Private Land Only,Sept 13 2025 - Sept 21 2025 - Private Land Only,YES,,,,,PB5046,PB,PB5015|PB5046|PB5056,2021|2022|2023|2024|2025,PREFIX_SWAP_LP_TO_PB,PROMOTED_PREFIX_SWAP_CANDIDATE,HIGH,prefix_swap_same_numeric,B,normalized_hunt_name_family,POSSIBLE_RENAME_OR_SPLIT_MERGE,"2021:PB5015:San Rafael, North; 2021:PB5046:San Rafael, North; 2021:PB5056:San Rafael, North; 2022:PB5015:San Rafael, North; 2022:PB5046:San Rafael, North; 2022:PB5056:San Rafael, North; 2023:PB5015:San Rafael, North; 2023:PB5046:San Rafael, North; 2023:PB5056:San Rafael, North; 2024:PB5015:San Rafael, North; 2024:PB5046:San Rafael, North; 2024:PB5056:San Rafael, North",,2025,,USE_EXACT_HUNT_CODE_HISTORY,data_model/harvest_quality/raw_packages/unknown_for_unknown_full_joined_harvest_backcheck_conservation_annual_per_row_corrected/full_joined_hunt_code_backcheck_2021_2026_conservation_annual_per_row.csv|data_model/harvest_quality/raw_packages/unknown_for_unknown_hunt_code_year_backcheck_outputs/hunt_code_backward_crosscheck_2026_from_harvest_history.csv|pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,"Current 2026 Hunt Planner code family is treated as current truth; historical code is a crosswalk candidate, not a replacement."
LP5049,LP,Southwest Desert - Private Land Only,Pronghorn,Buck,Any Legal Weapon,Limited Entry - Private Land Only,Sept 13 2025 - Sept 21 2025 - Private Land Only,YES,,,,,PB5049,PB,PB5018|PB5024|PB5049,2021|2022|2023|2024|2025,PREFIX_SWAP_LP_TO_PB,PROMOTED_PREFIX_SWAP_CANDIDATE,HIGH,prefix_swap_same_numeric,B,normalized_hunt_name_family,POSSIBLE_RENAME_OR_SPLIT_MERGE,2021:PB5018:Southwest Desert; 2021:PB5024:Southwest Desert; 2021:PB5049:Southwest Desert; 2022:PB5018:Southwest Desert; 2022:PB5024:Southwest Desert; 2022:PB5049:Southwest Desert; 2023:PB5018:Southwest Desert; 2023:PB5024:Southwest Desert; 2023:PB5049:Southwest Desert; 2024:PB5018:Southwest Desert; 2024:PB5024:Southwest Desert; 2024:PB5049:Southwest Desert,,2025,,USE_EXACT_HUNT_CODE_HISTORY,data_model/harvest_quality/raw_packages/unknown_for_unknown_full_joined_harvest_backcheck_conservation_annual_per_row_corrected/full_joined_hunt_code_backcheck_2021_2026_conservation_annual_per_row.csv|data_model/harvest_quality/raw_packages/unknown_for_unknown_hunt_code_year_backcheck_outputs/hunt_code_backward_crosscheck_2026_from_harvest_history.csv|pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,"Current 2026 Hunt Planner code family is treated as current truth; historical code is a crosswalk candidate, not a replacement."
LP5051,LP,"West Desert, Rush Valley - Private Land Only",Pronghorn,Buck,Any Legal Weapon,Limited Entry - Private Land Only,Sept 13 2025 - Sept 21 2025 - Private Land Only,YES,,,,,PB5051,PB,PB5020|PB5051,2021|2022|2023|2024|2025,PREFIX_SWAP_LP_TO_PB,PROMOTED_PREFIX_SWAP_CANDIDATE,HIGH,prefix_swap_same_numeric,B,normalized_hunt_name_family,POSSIBLE_RENAME_OR_SPLIT_MERGE,"2021:PB5020:West Desert, Rush Valley; 2021:PB5051:West Desert, Rush Valley; 2022:PB5020:West Desert, Rush Valley; 2022:PB5051:West Desert, Rush Valley; 2023:PB5020:West Desert, Rush Valley; 2023:PB5051:West Desert, Rush Valley; 2024:PB5020:West Desert, Rush Valley; 2024:PB5051:West Desert, Rush Valley",,2025,,USE_EXACT_HUNT_CODE_HISTORY,data_model/harvest_quality/raw_packages/unknown_for_unknown_full_joined_harvest_backcheck_conservation_annual_per_row_corrected/full_joined_hunt_code_backcheck_2021_2026_conservation_annual_per_row.csv|data_model/harvest_quality/raw_packages/unknown_for_unknown_hunt_code_year_backcheck_outputs/hunt_code_backward_crosscheck_2026_from_harvest_history.csv|pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,"Current 2026 Hunt Planner code family is treated as current truth; historical code is a crosswalk candidate, not a replacement."
RS0001,RS,Rocky Mountain Bighorn Sheep - Statewide Permit,Rocky Mountain Bighorn Sheep,Ram,Any Legal Weapon,Statewide,"Sept 1 - Dec 31, 2026",YES,1,0,1,data_truth/permit_overlay_truth/normalized/final_reference_hunt_code_lock_2026.csv,RS0001,RS,RS0001,2022|2023|2025,EXACT_CODE_HISTORY,PROMOTED_EXACT_HISTORY,HIGH,exact_history,A,exact_hunt_code,EXACT_CODE_HISTORY_USED,,RS0001,2022|2023|2025,2023|2025,USE_EXACT_HUNT_CODE_HISTORY,data_model/harvest_quality/raw_packages/unknown_for_unknown_full_joined_harvest_backcheck_conservation_annual_per_row_corrected/full_joined_hunt_code_backcheck_2021_2026_conservation_annual_per_row.csv|data_model/harvest_quality/raw_packages/unknown_for_unknown_hunt_code_year_backcheck_outputs/hunt_code_backward_crosscheck_2026_from_harvest_history.csv|pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,Code was independently locked by permit overlay/reference workflow.
RS1000,RS,Antelope Island Conservation,Rocky Mountain Bighorn Sheep,Ram,Any Legal Weapon,Once-in-a-lifetime,Nov 9 2026 - Nov 16 2026,YES,,,,data_truth/permit_overlay_truth/normalized/final_reference_hunt_code_lock_2026.csv,RS6700,RS,RS1000|RS6700,2025,PARALLEL_CONSERVATION_TO_PUBLIC_OIAL_2026,PROMOTED_PARALLEL_PUBLIC_UNIT_REFERENCE,HIGH,parallel_conservation_public_oial,B,none,NEW_OR_UNMATCHED_2026_MODEL_TARGET_CODE,,RS1000|RS6700,2025,2025,USE_EXACT_HUNT_CODE_HISTORY,data_model/harvest_quality/raw_packages/unknown_for_unknown_full_joined_harvest_backcheck_conservation_annual_per_row_corrected/full_joined_hunt_code_backcheck_2021_2026_conservation_annual_per_row.csv|data_model/harvest_quality/raw_packages/unknown_for_unknown_hunt_code_year_backcheck_outputs/hunt_code_backward_crosscheck_2026_from_harvest_history.csv|data_truth/permit_overlay_truth/normalized/rocky_bighorn_permits_2026_canonical.csv|pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,"Code was independently locked by permit overlay/reference workflow. Rocky Mountain bighorn conservation/current code is a parallel current permit opportunity, not a replacement for the public once-in-a-lifetime row(s)."
RS1001,RS,"Book Cliffs, South",Rocky Mountain Bighorn Sheep,Ram,Any Legal Weapon,Conservation,"Nov 1 - Dec 31, 2025",YES,1,0,1,data_truth/permit_overlay_truth/normalized/final_reference_hunt_code_lock_2026.csv,RS6701,RS,RS1001|RS6701|RS6715,2021|2022|2023|2024|2025,PARALLEL_CONSERVATION_TO_PUBLIC_OIAL_2026,PROMOTED_PARALLEL_PUBLIC_UNIT_REFERENCE,HIGH,parallel_conservation_public_oial,B,exact_hunt_code,EXACT_CODE_HISTORY_USED,"2021:RS6701:Book Cliffs, South; 2022:RS6701:Book Cliffs, South; 2023:RS6701:Book Cliffs, South; 2024:RS6701:Book Cliffs, South",RS1001|RS6701|RS6715,2022|2023|2024|2025,2021|2022|2023|2024|2025,USE_EXACT_HUNT_CODE_HISTORY,data_model/harvest_quality/raw_packages/unknown_for_unknown_full_joined_harvest_backcheck_conservation_annual_per_row_corrected/full_joined_hunt_code_backcheck_2021_2026_conservation_annual_per_row.csv|data_model/harvest_quality/raw_packages/unknown_for_unknown_hunt_code_year_backcheck_outputs/hunt_code_backward_crosscheck_2026_from_harvest_history.csv|data_truth/permit_overlay_truth/normalized/rocky_bighorn_permits_2026_canonical.csv|pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,"Code was independently locked by permit overlay/reference workflow. Rocky Mountain bighorn conservation/current code is a parallel current permit opportunity, not a replacement for the public once-in-a-lifetime row(s)."
