"hunt_code","boundary_id","hunt_name","species","hunt_class","hunt_type","draw_family","weapon","sex_type","youth_flag","eligibility_class","season","permits_2025_res","permits_2025_nr","permits_2025_total","avg_points_2025","hunters_2025","harvest_2025","success_percent_2025","avg_days_2025","satisfaction_2025","access_type","permits_2026_res","permits_2026_nr","permits_2026_total","permit_status","permit_allocation_type","permit_source_authority","permit_note","has_harvest","has_bonus_draw","has_antlerless_draw","source_file","permit_overlay_source","source_authority","data_status","permits_2025_draw_res","permits_2025_draw_nr","draw_2025_bg_pdf_page","draw_2025_bg_report_page","draw_2025_type","draw_2025_species_section","permits_2025_draw_total","huntCode","code","title","unitName","unitCode","boundaryId","boundary_id_numeric","boundary_token","resolvedBoundaryIds"
"EB3541","736","Patmos Ridge CWMU","Elk","CWMU","CWMU","NONE","Any Legal Weapon","Bull","False","STANDARD","Contact operator for 2026 season dates","1","0","1","","6.0","5.0","83.3","9.4","4.2","CWMU","0.0","0.0","0.0","FULL_SPLIT","","","","True","False","False","BULL ELK DATABASE.csv","","official_uploaded_source","COMPLETE","1","0","375","414","Bonus Point Draw Results","","1","EB3541","EB3541","Patmos Ridge CWMU","Patmos Ridge CWMU","736","736","736","736","736"
"EB3543","542","Preston Nutter Ranch CWMU","Elk","CWMU","CWMU","NONE","Any Legal Weapon","Bull","False","STANDARD","Contact operator for 2026 season dates","3","0","3","","20.0","12.0","60.0","3.1","5.0","CWMU","0.0","0.0","0.0","FULL_SPLIT","","","","True","False","False","BULL ELK DATABASE.csv","","official_uploaded_source","COMPLETE","3","0","376","415","Bonus Point Draw Results","","3","EB3543","EB3543","Preston Nutter Ranch CWMU","Preston Nutter Ranch CWMU","542","542","542","542","542"
"EB3544","548","Redd Ranches CWMU","Elk","CWMU","CWMU","NONE","Any Legal Weapon","Bull","False","STANDARD","Contact operator for 2026 season dates","2","0","2","","19.0","19.0","100.0","4.2","4.9","CWMU","0.0","0.0","0.0","FULL_SPLIT","","","","True","False","False","BULL ELK DATABASE.csv","","official_uploaded_source","COMPLETE","2","0","377","416","Bonus Point Draw Results","","2","EB3544","EB3544","Redd Ranches CWMU","Redd Ranches CWMU","548","548","548","548","548"
"EB3545","517","Cactus Ranch LLC CWMU","Elk","CWMU","CWMU","NONE","Any Legal Weapon","Bull","False","STANDARD","Contact operator for 2026 season dates","3","0","3","","9.0","9.0","100.0","3.2","4.4","CWMU","0.0","0.0","0.0","FULL_SPLIT","","","","True","False","False","BULL ELK DATABASE.csv","","official_uploaded_source","COMPLETE","3","0","378","417","Bonus Point Draw Results","","3","EB3545","EB3545","Cactus Ranch LLC CWMU","Cactus Ranch LLC CWMU","517","517","517","517","517"
"EB3546","543","Roan Cliffs CWMU","Elk","CWMU","CWMU","NONE","Any Legal Weapon","Bull","False","STANDARD","Contact operator for 2026 season dates","1","0","1","","9.0","9.0","100.0","7.5","5.0","CWMU","0.0","0.0","0.0","FULL_SPLIT","","","","True","False","False","BULL ELK DATABASE.csv","","official_uploaded_source","COMPLETE","1","0","379","418","Bonus Point Draw Results","","1","EB3546","EB3546","Roan Cliffs CWMU","Roan Cliffs CWMU","543","543","543","543","543"
"EB3547","740","Sand Creek CWMU","Elk","CWMU","CWMU","NONE","Any Legal Weapon","Bull","False","STANDARD","Contact operator for 2026 season dates","1","0","1","","8.0","3.0","37.5","4.0","4.5","CWMU","0.0","0.0","0.0","FULL_SPLIT","","","","True","False","False","BULL ELK DATABASE.csv","","official_uploaded_source","COMPLETE","1","0","380","419","Bonus Point Draw Results","","1","EB3547","EB3547","Sand Creek CWMU","Sand Creek CWMU","740","740","740","740","740"
"EB3548","539","Scofield Canyons CWMU","Elk","CWMU","CWMU","NONE","Any Legal Weapon","Bull","False","STANDARD","Contact operator for 2026 season dates","1","0","1","","8.0","6.0","75.0","4.6","4.8","CWMU","0.0","0.0","0.0","FULL_SPLIT","","","","True","False","False","BULL ELK DATABASE.csv","","official_uploaded_source","COMPLETE","1","0","381","420","Bonus Point Draw Results","","1","EB3548","EB3548","Scofield Canyons CWMU","Scofield Canyons CWMU","539","539","539","539","539"
"EB3549","540","Scofield East CWMU","Elk","CWMU","CWMU","NONE","Any Legal Weapon","Bull","False","STANDARD","Contact operator for 2026 season dates","1","0","1","","8.0","8.0","100.0","5.3","5.0","CWMU","0.0","0.0","0.0","FULL_SPLIT","","","","True","False","False","BULL ELK DATABASE.csv","","official_uploaded_source","COMPLETE","1","0","382","421","Bonus Point Draw Results","","1","EB3549","EB3549","Scofield East CWMU","Scofield East CWMU","540","540","540","540","540"
"EB3550","541","Scofield West CWMU","Elk","CWMU","CWMU","NONE","Any Legal Weapon","Bull","False","STANDARD","Contact operator for 2026 season dates","2","0","2","","10.0","10.0","100.0","3.3","5.0","CWMU","0.0","0.0","0.0","FULL_SPLIT","","","","True","False","False","BULL ELK DATABASE.csv","","official_uploaded_source","COMPLETE","2","0","383","422","Bonus Point Draw Results","","2","EB3550","EB3550","Scofield West CWMU","Scofield West CWMU","541","541","541","541","541"
"EB3551","576","SJ Ranch CWMU","Elk","CWMU","CWMU","NONE","Any Legal Weapon","Bull","False","STANDARD","Contact operator for 2026 season dates","1","0","1","","8.0","8.0","100.0","3.4","5.0","CWMU","0.0","0.0","0.0","FULL_SPLIT","","","","True","False","False","BULL ELK DATABASE.csv","","official_uploaded_source","COMPLETE","1","0","384","423","Bonus Point Draw Results","","1","EB3551","EB3551","SJ Ranch CWMU","SJ Ranch CWMU","576","576","576","576","576"
"EB3552","578","Skull Crack CWMU","Elk","CWMU","CWMU","NONE","Any Legal Weapon","Bull","False","STANDARD","Contact operator for 2026 season dates","1","0","1","","7.0","7.0","100.0","4.0","5.0","CWMU","0.0","0.0","0.0","FULL_SPLIT","","","","True","False","False","BULL ELK DATABASE.csv","","official_uploaded_source","COMPLETE","1","0","385","424","Bonus Point Draw Results","","1","EB3552","EB3552","Skull Crack CWMU","Skull Crack CWMU","578","578","578","578","578"
"EB3553","552","Soldier Summit CWMU","Elk","CWMU","CWMU","NONE","Any Legal Weapon","Bull","False","STANDARD","Contact operator for 2026 season dates","2","0","2","","16.0","16.0","100.0","6.8","5.0","CWMU","0.0","0.0","0.0","FULL_SPLIT","","","","True","False","False","BULL ELK DATABASE.csv","","official_uploaded_source","COMPLETE","2","0","386","425","Bonus Point Draw Results","","2","EB3553","EB3553","Soldier Summit CWMU","Soldier Summit CWMU","552","552","552","552","552"
"EB3554","491","South Canyon CWMU","Elk","CWMU","CWMU","NONE","Any Legal Weapon","Bull","False","STANDARD","Contact operator for 2026 season dates","1","0","1","","11.0","6.0","54.5","3.5","4.0","CWMU","0.0","0.0","0.0","FULL_SPLIT","","","","True","False","False","BULL ELK DATABASE.csv","","official_uploaded_source","COMPLETE","1","0","387","426","Bonus Point Draw Results","","1","EB3554","EB3554","South Canyon CWMU","South Canyon CWMU","491","491","491","491","491"
"EB3555","546","Spring Creek/Dodge CWMU","Elk","CWMU","CWMU","NONE","Any Legal Weapon","Bull","False","STANDARD","Contact operator for 2026 season dates","2","0","2","","13.0","12.0","92.3","3.7","4.9","CWMU","0.0","0.0","0.0","FULL_SPLIT","","","","True","False","False","BULL ELK DATABASE.csv","","official_uploaded_source","COMPLETE","2","0","388","427","Bonus Point Draw Results","","2","EB3555","EB3555","Spring Creek/Dodge CWMU","Spring Creek/Dodge CWMU","546","546","546","546","546"
"EB3557","562","Strawberry Ridge CWMU","Elk","CWMU","CWMU","NONE","Any Legal Weapon","Bull","False","STANDARD","Contact operator for 2026 season dates","2","0","2","","20.0","19.0","95.0","4.3","4.9","CWMU","0.0","0.0","0.0","FULL_SPLIT","","","","True","False","False","BULL ELK DATABASE.csv","","official_uploaded_source","COMPLETE","2","0","389","428","Bonus Point Draw Results","","2","EB3557","EB3557","Strawberry Ridge CWMU","Strawberry Ridge CWMU","562","562","562","562","562"
"EB3558","547","Summit Point CWMU","Elk","CWMU","CWMU","NONE","Any Legal Weapon","Bull","False","STANDARD","Contact operator for 2026 season dates","1","0","1","","4.0","4.0","100.0","16.0","4.5","CWMU","0.0","0.0","0.0","FULL_SPLIT","","","","True","False","False","BULL ELK DATABASE.csv","","official_uploaded_source","COMPLETE","1","0","390","429","Bonus Point Draw Results","","1","EB3558","EB3558","Summit Point CWMU","Summit Point CWMU","547","547","547","547","547"
"EB3559","553","Three C CWMU","Elk","CWMU","CWMU","NONE","Any Legal Weapon","Bull","False","STANDARD","Contact operator for 2026 season dates","2","0","2","","10.0","8.0","80.0","5.9","4.6","CWMU","0.0","0.0","0.0","FULL_SPLIT","","","","True","False","False","BULL ELK DATABASE.csv","","official_uploaded_source","COMPLETE","2","0","391","430","Bonus Point Draw Results","","2","EB3559","EB3559","Three C CWMU","Three C CWMU","553","553","553","553","553"
"EB3562","586","Wallsburg CWMU","Elk","CWMU","CWMU","NONE","Any Legal Weapon","Bull","False","STANDARD","Contact operator for 2026 season dates","1","0","1","","10.0","5.0","50.0","4.8","4.7","CWMU","0.0","0.0","0.0","FULL_SPLIT","","","","True","False","False","BULL ELK DATABASE.csv","","official_uploaded_source","COMPLETE","1","0","393","432","Bonus Point Draw Results","","1","EB3562","EB3562","Wallsburg CWMU","Wallsburg CWMU","586","586","586","586","586"
"EB3564","571","Woodruff Creek South CWMU","Elk","CWMU","CWMU","NONE","Any Legal Weapon","Bull","False","STANDARD","Contact operator for 2026 season dates","2","0","2","","18.0","12.0","66.7","4.0","4.9","CWMU","0.0","0.0","0.0","FULL_SPLIT","","","","True","False","False","BULL ELK DATABASE.csv","","official_uploaded_source","COMPLETE","2","0","394","433","Bonus Point Draw Results","","2","EB3564","EB3564","Woodruff Creek South CWMU","Woodruff Creek South CWMU","571","571","571","571","571"
"EB3565","492","North Peaks CWMU","Elk","CWMU","CWMU","NONE","Any Legal Weapon","Bull","False","STANDARD","Contact operator for 2026 season dates","1","0","1","","7.0","7.0","100.0","3.8","4.8","CWMU","0.0","0.0","0.0","FULL_SPLIT","","","","True","False","False","BULL ELK DATABASE.csv","","official_uploaded_source","COMPLETE","1","0","395","434","Bonus Point Draw Results","","1","EB3565","EB3565","North Peaks CWMU","North Peaks CWMU","492","492","492","492","492"
"EB3603","826","Pahvant Ensign CWMU","Elk","CWMU","CWMU","NONE","Any Legal Weapon","Bull","False","STANDARD","Contact operator for 2026 season dates","1","0","1","","7.0","7.0","100.0","3.9","4.9","CWMU","0.0","0.0","0.0","FULL_SPLIT","","","","True","False","False","BULL ELK DATABASE.csv","","official_uploaded_source","COMPLETE","1","0","396","435","Bonus Point Draw Results","","1","EB3603","EB3603","Pahvant Ensign CWMU","Pahvant Ensign CWMU","826","826","826","826","826"
"EB3604","554","Double R Ranch CWMU","Elk","CWMU","CWMU","NONE","Any Legal Weapon","Bull","False","STANDARD","Contact operator for 2026 season dates","1","0","1","","10.0","10.0","100.0","3.4","4.3","CWMU","0.0","0.0","0.0","FULL_SPLIT","","","","True","False","False","BULL ELK DATABASE.csv","","official_uploaded_source","COMPLETE","1","0","397","436","Bonus Point Draw Results","","1","EB3604","EB3604","Double R Ranch CWMU","Double R Ranch CWMU","554","554","554","554","554"
"EB3606","858","Mountain Sky Ranch CWMU","Elk","CWMU","CWMU","NONE","Any Legal Weapon","Bull","False","STANDARD","Contact operator for 2026 season dates","1","0","1","","6.0","6.0","100.0","4.5","5.0","CWMU","0.0","0.0","0.0","FULL_SPLIT","","","","True","False","False","BULL ELK DATABASE.csv","","official_uploaded_source","COMPLETE","1","0","398","437","Bonus Point Draw Results","","1","EB3606","EB3606","Mountain Sky Ranch CWMU","Mountain Sky Ranch CWMU","858","858","858","858","858"
"EB3607","805","West Willow Creek Ranch CWMU","Elk","CWMU","CWMU","NONE","Any Legal Weapon","Bull","False","STANDARD","Contact operator for 2026 season dates","1","0","1","","5.0","2.0","40.0","7.5","4.5","CWMU","0.0","0.0","0.0","FULL_SPLIT","","","","True","False","False","BULL ELK DATABASE.csv","","official_uploaded_source","COMPLETE","1","0","399","438","Bonus Point Draw Results","","1","EB3607","EB3607","West Willow Creek Ranch CWMU","West Willow Creek Ranch CWMU","805","805","805","805","805"
"EB3608","599","Avintaquin Canyon CWMU","Elk","CWMU","CWMU","NONE","Any Legal Weapon","Bull","False","STANDARD","Contact operator for 2026 season dates","1","0","1","","2.0","2.0","100.0","3.0","5.0","CWMU","0.0","0.0","0.0","FULL_SPLIT","","","","True","False","False","BULL ELK DATABASE.csv","","official_uploaded_source","COMPLETE","1","0","400","439","Bonus Point Draw Results","","1","EB3608","EB3608","Avintaquin Canyon CWMU","Avintaquin Canyon CWMU","599","599","599","599","599"
"EB3610","490","Sharp Mountain CWMU","Elk","CWMU","CWMU","NONE","Any Legal Weapon","Bull","False","STANDARD","Contact operator for 2026 season dates","2","0","2","","16.0","16.0","100.0","4.1","4.9","CWMU","0.0","0.0","0.0","FULL_SPLIT","","","","True","False","False","BULL ELK DATABASE.csv","","official_uploaded_source","COMPLETE","2","0","402","441","Bonus Point Draw Results","","2","EB3610","EB3610","Sharp Mountain CWMU","Sharp Mountain CWMU","490","490","490","490","490"
"EB3611","874","West Ridge CWMU","Elk","CWMU","CWMU","NONE","Any Legal Weapon","Bull","False","STANDARD","Contact operator for 2026 season dates","2","0","2","","17.0","10.0","58.8","7.1","4.3","CWMU","0.0","0.0","0.0","FULL_SPLIT","","","","True","False","False","BULL ELK DATABASE.csv","","official_uploaded_source","COMPLETE","2","0","403","442","Bonus Point Draw Results","","2","EB3611","EB3611","West Ridge CWMU","West Ridge CWMU","874","874","874","874","874"
"EB3613","556","Little Pole Canyon CWMU","Elk","CWMU","CWMU","NONE","Any Legal Weapon","Bull","False","STANDARD","Contact operator for 2026 season dates","1","0","1","","4.0","4.0","100.0","3.7","5.0","CWMU","0.0","0.0","0.0","FULL_SPLIT","","","","True","False","False","BULL ELK DATABASE.csv","","official_uploaded_source","COMPLETE","1","0","404","443","Bonus Point Draw Results","","1","EB3613","EB3613","Little Pole Canyon CWMU","Little Pole Canyon CWMU","556","556","556","556","556"
"EB3614","569","Tunnel Hollow CWMU","Elk","CWMU","CWMU","NONE","Any Legal Weapon","Bull","False","STANDARD","Contact operator for 2026 season dates","1","0","1","","8.0","6.0","75.0","4.3","3.8","CWMU","0.0","0.0","0.0","FULL_SPLIT","","","","True","False","False","BULL ELK DATABASE.csv","","official_uploaded_source","COMPLETE","1","0","405","444","Bonus Point Draw Results","","1","EB3614","EB3614","Tunnel Hollow CWMU","Tunnel Hollow CWMU","569","569","569","569","569"
"EB3619","524","Weber Florence Creek/Stillman Creek CWMU","Elk","CWMU","CWMU","NONE","Any Legal Weapon","Bull","False","STANDARD","Contact operator for 2026 season dates","10","0","10","","99.0","87.0","87.9","3.4","4.8","CWMU","0.0","0.0","0.0","FULL_SPLIT","","","","True","False","False","BULL ELK DATABASE.csv","","official_uploaded_source","COMPLETE","10","0","407","446","Bonus Point Draw Results","","10","EB3619","EB3619","Weber Florence Creek/Stillman Creek CWMU","Weber Florence Creek/Stillman Creek CWMU","524","524","524","524","524"
"EB3620","923","The Dirty Dozen","Elk","CWMU","CWMU","NONE","Any Legal Weapon","Bull","False","STANDARD","Contact operator for 2026 season dates","","","","","","","","","","CWMU","0.0","0.0","0.0","FULL_SPLIT","","","","","","","BULL ELK DATABASE.csv","","official_uploaded_source","COMPLETE","","","","","","","","EB3620","EB3620","The Dirty Dozen","The Dirty Dozen","923","923","923","923","923"
"EA1180","684","La Sal (Conservation)","Elk","Conservation","Conservation","ANTLERLESS","Any Legal Weapon","Antlerless","False","STANDARD","Oct 4 - Oct 16, 2025 & Nov 17 - Dec 31, 2025","","","","","2.0","2.0","100.0","1.0","3.0","Public","","","","NO_QUOTA_PUBLISHED","NO_QUOTA_PUBLISHED","Utah DWR Hunt Planner","Utah DWR Hunt Planner source confirms hunt in 2026_elk_antlerless__total.xlsx; no quota or permit total published in uploaded source.","True","False","False","antlerless elk.csv","2026_elk_antlerless__total.xlsx","official_uploaded_source","SOURCE_CONFIRMED_NO_QUOTA_PUBLISHED","","","","","","","","EA1180","EA1180","La Sal (Conservation)","La Sal (Conservation)","684","684","684","684","684"
"EA1270","51","Fishlake (Conservation)","Elk","Conservation","Conservation","ANTLERLESS","Any Legal Weapon","Antlerless","False","STANDARD","Oct 4 - Oct 16, 2025 & Nov 22 - Dec 31, 2025","","","","","4.0","3.0","75.0","1.8","4.0","Public","","","","NO_QUOTA_PUBLISHED","NO_QUOTA_PUBLISHED","Utah DWR Hunt Planner","Utah DWR Hunt Planner source confirms hunt in 2026_elk_antlerless__total.xlsx; no quota or permit total published in uploaded source.","True","False","False","antlerless elk.csv","2026_elk_antlerless__total.xlsx","official_uploaded_source","SOURCE_CONFIRMED_NO_QUOTA_PUBLISHED","","","","","","","","EA1270","EA1270","Fishlake (Conservation)","Fishlake (Conservation)","51","51","51","51","51"
"EA1271","633","Manti (Conservation)","Elk","Conservation","Conservation","ANTLERLESS","Any Legal Weapon","Antlerless","False","STANDARD","Oct 4 - Oct 16, 2025 & Nov 19, 2025 - Jan 31, 2026","","","","","3.0","3.0","100.0","2.3","4.0","Public","","","","NO_QUOTA_PUBLISHED","NO_QUOTA_PUBLISHED","Utah DWR Hunt Planner","Utah DWR Hunt Planner source confirms hunt in 2026_elk_antlerless__total.xlsx; no quota or permit total published in uploaded source.","True","False","False","antlerless elk.csv","2026_elk_antlerless__total.xlsx","official_uploaded_source","SOURCE_CONFIRMED_NO_QUOTA_PUBLISHED","","","","","","","","EA1271","EA1271","Manti (Conservation)","Manti (Conservation)","633","633","633","633","633"
"EA2041","29","Cache (Conservation)","Elk","Conservation","Conservation","ANTLERLESS","Any Legal Weapon","Antlerless","False","STANDARD","Oct 4 - Oct 26, 2025","","","","","0.0","","","","","Public","","","","NO_QUOTA_PUBLISHED","NO_QUOTA_PUBLISHED","Utah DWR Hunt Planner","Utah DWR Hunt Planner source confirms hunt in 2026_elk_antlerless__total.xlsx; no quota or permit total published in uploaded source.","True","False","False","antlerless elk.csv","2026_elk_antlerless__total.xlsx","official_uploaded_source","SOURCE_CONFIRMED_NO_QUOTA_PUBLISHED","","","","","","","","EA2041","EA2041","Cache (Conservation)","Cache (Conservation)","29","29","29","29","29"
"EA2045","222","Wasatch Mtns (Conservation)","Elk","Conservation","Conservation","ANTLERLESS","Any Legal Weapon","Antlerless","False","STANDARD","Oct 4 - Oct 16, 2025 & Nov 15, 2025 - Jan 31, 2026","","","","","4.0","3.0","75.0","2.5","4.0","Public","","","","NO_QUOTA_PUBLISHED","NO_QUOTA_PUBLISHED","Utah DWR Hunt Planner","Utah DWR Hunt Planner source confirms hunt in 2026_elk_antlerless__total.xlsx; no quota or permit total published in uploaded source.","True","False","False","antlerless elk.csv","2026_elk_antlerless__total.xlsx","official_uploaded_source","SOURCE_CONFIRMED_NO_QUOTA_PUBLISHED","","","","","","","","EA2045","EA2045","Wasatch Mtns (Conservation)","Wasatch Mtns (Conservation)","222","222","222","222","222"
